sent	sentiment
['낚시', '동호회', '만난', '사람', '갑작스런', '사고', '죽', '친해질', '기회', '잃']	5
['울상', '인', '나', '웃', '수', '있', '아이', '부러워']	4
['나', '일', '겪']	4
['나', '살', '있', '봐']	1
['집', '가', '가족', '하', '시간', '편해']	0
['학교', '싫', '내일', '눈뜨', '학교', '가', '한다니']	5
['건망증', '심한', '줄', '알', '아내', '나', '알', '봤', '건망증', '아닌', '것', '같', '혼란']	1
['급한', '업무', '되', '박', '과장', '이상', '재촉', '않', '마음', '편해']	0
['친구', '좋', '정보', '있', '해서', '믿', '큰', '돈', '투자', '망해버렸']	4
['지갑', '사정', '않', '자식', '눈치', '보여서', '용돈', '주', '있']	1
['요즘', '학교', '성적', '내', '진로', '때문', '속상해']	5
['백', '시대', '라는', '데', '살', '해']	2
['친한', '친구', '싸우', '헤어졌']	5
['이번', '친구', '나', '놔두', '여행', '갔']	5
['집', '주인', '전세', '달', '후', '빼', '통보', '받', '어디', '이사', '가', '할지', '모르', '혼란']	3
['거울', '볼', '때', '주름', '하나', '늘어났', '상황', '환멸', '나']	5
['성적', '오르', '않', '고민', '이', '담임', '선생', '도움', '주', '감사']	0
['상사', '하', '눈', '밖', '나', '부서', '옮기', '됐', '슬퍼']	5
['내', '남자', '친구', '여우', '짓', '하', '과', '동기', '때문', '짜증', '나']	2
['결혼', '딸', '이번', '용돈', '올려', '줘서', '고마워']	0
['자식', '아내', '건강', '중요', '생각', '주', '것', '같', '질투']	4
['회사', '입사', '사람', '친하', '지내', '어려워']	3
['반', '배정', '나왔', '우리', '반', '친한', '친구', '명', '없', '외로워']	1
['아내', '당뇨', '예방', '한다고', '먹', '말', '음식', '많', '져서', '짜증', '나']	2
['간식', '남', '누나', '나눠', '주', '싫', '없', '거짓말', '게', '미안']	1
['내', '갖', '싶', '건', '그게', '아니']	5
['아프', '지치']	4
['학교', '따돌림', '당하', '있', '슬퍼']	2
['정', '씨', '노인정', '날', '질투', '괴로워']	4
['호스피스', '병동', '옮긴다고', '하', '가족', '슬퍼했']	4
['결혼', '나', '마음', '편안', '것', '같']	0
['내', '따돌림', '유도', '사람', '내', '단짝', '이', '걸', '알', '혼란']	3
['독감', '예방', '접종', '공짜', '해준다', '해서', '병원', '갔', '약', '없', '해', '실망', '채', '돌아왔']	5
['동생', '나와', '거리', '두', '있', '속상해']	2
['이상', '것', '아닌', '일', '눈물', '나']	5
['나이', '건강', '술', '즐길', '수', '있', '게', '큰', '축복', '인', '것', '같']	0
['처음', '가볍', '한', '장난', '이', '새', '심해져서', '학교', '폭력', '가해자', '몰렸']	2
['동생', '미안']	1
['이것', '사', '되', '말', '되', '고민']	5
['얼마', '있', '정년', '인데', '노후', '대비', '취약', '것', '같', '걱정', '이']	3
['주변', '내게', '집', '있', '말', '나가', '운동', '하']	3
['마트', '딸', '갔', '편했']	0
['나', '고백', '받', '내', '전', '짝사랑', '사람', '이']	0
['룸메이트', '덕분', '아르바이트', '쉽', '구할', '수', '있', '되', '기뻐']	0
['남자', '친구', '헤어졌']	4
['노후', '대비', '여유', '자금', '부동산', '투자', '개발', '들어간다고', '결정', '나', '기대']	0
['아빠', '놀', '주', '했', '오', '않', '속', '타']	2
['며칠', '전', '아내', '검진', '받', '음성', '이']	0
['장애', '가진', '몸', '앞', '살아갈지', '살아온', '삶', '후회']	5
['업무', '량', '증가', '스트레스', '많']	3
['직장', '동료', '오늘', '지각']	1
['일', '끝내', '쉬', '부장', '내', '아무것', '하', '쉬', '줄', '알', '꾸짖']	4
['회사', '남', '일', '하', '싶', '권고사직', '당했', '슬프']	4
['친구', '말', '싶', '게', '있', '아무', '공감', '주', '않', '봐', '말', '했']	1
['내', '동생', '자랑']	0
['남자', '친구', '결혼', '계획', '있', '선택', '옳', '선택', '일까']	3
['관절염', '치료', '된다고', '해서', '올해', '농사', '마무리', '수', '있', '것', '같', '기뻐']	0
['길거리', '담배', '피우', '사람', '때문', '짜증', '나']	2
['혼란', '친구', '나', '연락', '말']	3
['병실', '사람', '내', '병', '이야기', '위', '받', '느낌', '이', '편안', '좋']	0
['오랜만', '집', '온', '딸', '밥', '그릇', '먹', '잠', '늦', '자', '걸', '보', '마음']	0
['내', '왕따', '당하', '데', '친했', '친구', '따돌리', '행동', '해서', '당황']	3
['암', '걸려서', '아들', '식구', '살', '되', '며느리', '반대', '뭐', '야']	4
['입시', '코', '앞', '인데', '내', '성적', '좋', '결과', '내', '어려울', '것', '같']	5
['여자', '살', '쉽', '않', '몸', '아프', '서글퍼']	5
['언니', '동생', '나', '말', '걸']	2
['나이', '들어도', '건강', '건', '좋', '대인', '관계', '문제', '야']	5
['나', '냄새', '나', '손자', '남편', '얘기', '하', '고립', '느낌', '들']	4
['상사', '꾸지람', '들', '때', '박', '주임', '위로', '해', '주', '좋', '기분', '풀렸']	0
['엄마', '나', '언니', '좋', '해서', '속상해', '언니', '공부', '해서', '것', '같']	4
['체육복', '빌려갔', '옆', '반', '친구', '결국', '내', '체육복', '잃어버렸', '짜증', '나']	2
['남자', '친구', '바람', '피워서', '헤어졌']	2
['주말', '가족', '캠핑', '하', '가', '싶', '가', '싶', '않', '해서', '속상해']	2
['원래', '결혼', '생각', '없', '요즘', '결혼', '해야', '하나', '하', '생각', '들']	3
['동창회', '날', '싫', '했', '친구', '내', '당뇨', '알', '좋', '보험', '있', '가입', '권유']	1
['어머니', '치매', '라서', '요양원', '알', '봐야', '해서', '혼란']	1
['내', '아래', '라고', '생각', '친구', '노후', '준비', '하', '있']	1
['계속', '회의', '직원', '적극', '참여', '않']	3
['아내', '내', '싸우', '처남', '끼어들']	5
['회사', '문제', '내', '탓', '돌리', '것', '느껴져']	2
['만족', '삶', '삶', '일까']	0
['개인', '저', '사회', '제약', '많', '듯']	2
['이번', '의원', '보약', '지', '왔', '술', '먹', '못해서', '친구', '술자리', '가', '됐']	1
['취업', '시장', '버려진', '기분', '들', '나', '같', '하찮', '존재', '데', '쓸모', '없', '걸까']	4
['나', '취업', '면접', '떨어졌', '나', '자신', '화', '나']	2
['늙', '나이', '병', '걸리', '몸', '몸', '이', '정신', '공황', '때', '많']	5
['남동생', '학교', '친구', '돈', '빼앗', '얘기', '들으니', '혐오']	1
['자녀', '내', '정상', '아니', '했', '내', '정상', '이', '검사', '결과', '나왔']	4
['신입', '사원', '업무', '처리', '야무지', '않', '떠날', '것', '행동', '해']	2
['바빠서', '아이', '시간', '보내', '못해서', '아이', '것', '같']	1
['우리', '남편', '고마워', '애', '낳', '나', '남편', '애', '돌봐', '주', '있']	0
['부모', '공부', '뭐', '라고', '하', '게', '싫']	2
['내', '친구', '자식', '손주', '챙기', '우리', '자식', '손주', '그러', '않', '부러우', '슬퍼']	5
['같', '반', '친구', '브랜드', '가방', '매', '다니', '게', '부러워서', '가방', '뺏']	4
['나', '연애', '하', '싶', '결혼', '하', '싫', '혼주', '의자', '야', '결혼', '이야기', '꺼내', '남자', '친구', '때문', '고민', '이']	1
['스트레스', '이만저만', '아니']	3
['직장', '이', '십', '년', '동안', '일', '왔', '회사', '부도', '위기', '라서', '퇴직금', '주', '못한다고', '해서', '배신', '기분', '이']	4
['아내', '수술', '후', '입맛', '없', '힘들', '하', '있', '내', '만든', '보양', '식', '회복', '거', '야']	0
['방송', '내', '나왔', '모습', '이']	1
['며칠', '있', '결혼기념일', '다가오', '선물', '할지', '정하', '했']	3
['자식', '생활', '어렵', '생활비', '준다', '더군', '자식', '도움', '앞', '살아가', '할지', '암울']	4
['신혼', '멋', '집', '사', '사람', '보', '부럽', '은근', '배', '아파']	4
['동생', '다투', '자리', '비웠', '가족', '나', '찾', '않']	1
['연락', '한동안', '없', '친구', '전화', '왔']	3
['얼마', '전', '아래층', '이사', '온', '사람', '있', '데', '마주치', '싶', '않']	1
['아내', '내', '병', '때문', '의사', '간호사', '굽신거리', '것', '보', '우울']	5
['아내', '정기', '검진', '위해', '병원', '가', '버스', '와서', '짜증', '나']	2
['출근', '이름표', '달', '있', '뭐', '야', '부끄러웠']	1
['여자', '친구', '나', '신경', '쓰', '선배', '챙겨', '속상해']	4
['요즘', '남편', '이상']	3
['친구', '통해', '보험', '들', '사기', '당해서']	4
['회사', '사람', '내', '씻', '걸', '알', '나', '쳐다보', '것', '같']	1
['이번', '승진', '시험', '볼', '수', '있', '불안']	2
['동호회', '사람', '있', '무인도', '있', '기분', '이', '고립', '있', '것', '같']	4
['나이', '먹', '직장', '생활', '힘들']	5
['손녀', '사고', '당해', '아프', '딸', '전화', '왔', '슬퍼']	3
['이번', '상사', '큰', '실수', '저질렀', '당황']	1
['남편', '가슴', '아파']	5
['대학교', '입학', '만나', '중학교', '동창', '이번', '만나', '했']	0
['아내', '나', '무시', '것', '같']	2
['사법', '고시', '번', '치렀', '떨어졌']	4
['해외', '유학', '중', '이', '아빠', '임종', '맞춰', '가', '못해서', '죄책감', '들']	1
['따라', '외롭']	4
['내', '남자', '친구', '많', '편', '인데', '그게', '좋', '보이', '않', '봐']	1
['좋', '기회', '이직', '수', '있', '제안', '들어왔', '직', '해야', '할지', '말', '할지', '고민', '이']	1
['나', '남자', '친구', '싸웠']	4
['회사', '부장', '내', '이야기', '됐', '이야기', '된', '부분', '지적', '것', '아니', '됐', '말', '짜증', '나']	2
['자식', '손자', '맡겨', '놓', '성가', '셔']	2
['회사', '젊', '친구', '말', '통하', '않', '있', '걱정', '이']	3
['금일', '의사', '보', '왔', '건강', '관리', '했', '칭찬', '받']	0
['남자', '친구', '연애', '있', '데', '외로운', '느낌', '들']	4
['옆', '반', '친구', '폭력', '당하', '있', '난', '말', '해서', '슬퍼']	5
['호프집', '운영', '최', '씨', '할머니', '영업', '정지', '당했']	1
['엄마', '위암', '이', '진단', '받', '슬퍼']	5
['나', '휴가', '때', '돈', '모아서', '여행', '다니', '게', '좋', '엄마', '내']	4
['친구', '화해']	0
['우리', '집', '가난', '엄마', '학원', '보내', '준대']	4
['남자', '친구', '회사', '외국', '발령', '나', '버렸']	5
['남편', '죽', '전', '손자', '얼굴', '보', '싶', '했', '다행', '늦', '않', '안도']	0
['내', '뭘', '했', '그러', '거', '야']	4
['몸', '아파도', '회사', '빠질', '수', '없', '불안']	3
['아들', '폭행', '했', '경찰서', '전화', '와서', '놀랐']	4
['학교', '오해', '친구', '따돌림', '당했', '그랬', '선생', '도와', '주', '친구', '지낼', '수', '있', '되', '좋']	0
['고민', '많', '가슴', '가족', '털어놓', '수', '없']	2
['남편', '죽', '싶', '말', '그게', '진심', '일까', '봐', '불안']	3
['회사', '비리', '용기', '내', '경찰', '내부', '고발', '되', '내', '퇴사', '당하', '되']	4
['요새', '눈물', '날', '것', '같']	5
['젊', '여성', '아름다워', '보이', '나', '늙', '볼품없', '보여', '속상해']	5
['약속', '시간', '늦', '친구', '화', '났', '연락', '없', '불안']	3
['몸', '불편', '병원', '갔', '방광염', '이', '데', '챙긴', '내', '미워']	1
['이번', '아내', '병', '원비', '나와서']	4
['시험', '답안', '밀려서', '썼', '백', '점', '받', '시험', '이', '칠', '십', '점', '받', '못했']	2
['사업', '내', '돈', '빌리', '친동생', '연락', '끊']	1
['친했', '동료', '과로', '쓰러져서', '슬퍼']	5
['신부', '전증', '입원', '옆', '자리', '아', '지인', '임종', '앞두', '누워', '있', '당황']	1
['우리', '반', '내', '좋', '하', '남자', '애', '생겼', '인기', '많']	3
['병원', '갔', '간호사', '건강', '몸', '좋', '할아버지', '본대', '신']	0
['늦둥이', '본다고', '아내', '좋', '했', '의료', '실수', '유산', '됐', '아내', '슬퍼하', '나', '화', '나', '미치']	2
['일', '하', '되', '집', '있', '연금', '나와']	0
['몸', '좋', '져서', '걱정', '이', '김', '노인', '치료', '도움', '되', '활동', '소개', '줘서', '고마워']	0
['상사', '부하', '관리', '하', '핀잔', '들', '상처', '받']	4
['내', '남자', '친구', '내게', '프러포즈', '했']	0
['회사', '거래처', '간', '문제', '생겼', '실장', '나', '다녀오', '하', '당황']	4
['보험금', '실효', '만료', '되', '돈', '넣', '하', '가져오', '거', '야']	2
['요즘', '직장', '내', '분위기', '좋', '언행', '조심', '살얼음판', '걷', '기분', '이']	3
['요즘', '신입', '사원', '스펙', '보', '내', '부러울', '정도']	1
['사람', '어울림', '자체', '좋', '사람', '만나', '마음', '열', '각오', '돼', '있']	0
['주변', '지인', '세상', '떠나', '있', '것', '슬퍼']	5
['최근', '직장', '하나', '구해', '데', '기분', '좋', '않']	1
['이번', '시험', '어렵', '나온다고', '해서', '마킹', '할', '때', '실수', '않', '조심']	3
['돈', '빌리', '연락', '된다는', '친구', '이야기', '텔레비전', '있', '긴', '줄', '알', '일어날', '수', '있', '일', '이']	4
['남자', '친구', '남', '시선', '의식', '허세', '부리', '것', '같', '부끄러워']	1
['주말', '보험', '설계사', '만나', '상담', '받']	2
['아들', '공부', '말', '들', '척', '하', '게임', '해', '식', '이', '해']	5
['이번', '프로젝트', '팀원', '존중', '일', '하', '문제', '생길', '일', '없', '것', '같', '편해']	0
['밤', '늦', '공부', '다크서클', '생겼', '친구', '나', '비아', '냥', '거려', '화', '나']	2
['신입', '사원', '스펙', '갖추', '오', '비교', '되']	5
['치매', '있', '엄마', '요양원', '모시', '오', '길', '이']	4
['신랑', '은퇴', '후', '여행', '가', '모아', '둔', '적금', '나', '깨', '시어머니', '모피', '사', '드렸']	4
